business_id,name,city,state,business avg stars,review_count,categories,business_group
b_15230,"Herring, Huber and Compton",South Natalie,MA,1.7,42,"much, clearly",A
b_15231,"Smith, Sutton and Rodriguez",Schneiderfurt,UT,3.5,55,"exactly, establish",B
b_15232,Gomez LLC,Port Brian,CO,4.7,228,discover,B
b_15233,"Montgomery, Holland and Dalton",New Kennethburgh,TN,2.9,490,former,B
b_15234,Krueger-Ross,New Elizabeth,RI,1.4,298,,A
b_15235,"Johnson, Bernard and Moreno",Lake Joshuafurt,RI,2.8,205,"support, necessary, notice",B
b_15236,Murphy-Hamilton,North Jesusmouth,NH,2.5,262,right,B
b_15237,Webster-Bowman,New Daniel,MO,3.3,457,"fight, sometimes",A
b_15238,"Davis, Stewart and Lucas",East Cynthiaton,CO,2.8,295,"for, partner, serious",B
b_15239,Yang and Sons,Middletonmouth,UT,1.1,245,"along, part, assume",B
b_15240,"Harris, Jones and Parker",Josephburgh,ID,5.0,88,that,B
b_15241,Fuller-Armstrong,East Elizabethside,PA,3.2,422,authority,A
b_15242,Patterson-Carrillo,West James,OR,2.9,455,"create, help",A
b_15243,"Cochran, Rasmussen and Berg",New Russell,ND,4.8,101,"suffer, some, kitchen",B
b_15244,"Russo, Miller and Rush",East Tracyland,HI,1.6,105,contain,B
b_15245,Torres and Sons,Halemouth,MT,1.8,237,ready,A
b_15246,Olson-Wells,Lake Tylerstad,HI,4.2,295,camera,A
b_15247,Cox-Rocha,,MS,2.0,371,"citizen, continue, become",A
b_15248,"Abbott, Harper and Hernandez",East Kayla,ID,4.2,244,"season, hour",B
b_15249,"Wilson, Castro and Li",Morganport,MS,2.1,111,"popular, result, call",B
b_15251,Tucker and Sons,South Peterfort,PA,3.1,499,enjoy,
b_15252,Benton Group,Leonardchester,KS,1.8,149,almost,B
b_15253,"Snyder, Prince and Daniels",Oconnellland,OK,4.0,332,"administration, owner",A
b_15254,Manning Inc,Christopherfort,KY,3.6,152,above,
b_15255,Grant-Bell,Saraside,IL,4.7,249,"agent, quite",A
b_15256,Roy Group,Michellechester,DE,4.1,275,"understand, address",B
b_15257,"Bauer, Hunter and Berger",New Amanda,FL,1.7,351,"traditional, player, fact",A
b_15258,"Frye, Garza and Montgomery",Port Laurenbury,KY,4.2,70,,B
b_15259,Brooks-Hill,Laurenburgh,IN,3.6,32,"recent, dream",A
b_15260,"Ferguson, Webster and Gilbert",Port Josephville,TX,3.7,20,public,B
b_15261,Price LLC,Phillipsshire,NM,4.3,25,rock,B
b_15263,Evans Inc,Port Carolineshire,SD,2.9,375,"seven, clear, less",A
b_15264,Le-Lin,North Shirleymouth,UT,3.5,345,"down, red",B
b_15265,Norman-Nguyen,Halltown,MS,2.2,407,"third, themselves",B
b_15266,Franco and Sons,Michelleview,MS,1.7,399,ask,
b_15267,,New Raymondberg,NE,3.5,179,"serve, nor",A
b_15268,Campos PLC,Youngmouth,ID,1.9,410,"themselves, cell",A
b_15269,Garcia Ltd,Richardbury,NC,1.3,128,"during, yeah",A
b_15270,"Mccoy, Wiley and Thomas",Dixonville,RI,1.0,488,space,B
b_15271,"Beck, Wright and Taylor",South Nicholas,NJ,3.4,51,certainly,A
b_15272,Dominguez-Franco,Deckerbury,,2.4,19,fast,B
b_15273,Willis-Larson,Veleztown,NJ,4.0,439,"attack, performance",A
b_15274,"Olson, Williams and Benjamin",North Melanie,IL,2.5,477,statement,A
b_15275,"Matthews, Tran and Bradley",East Philip,LA,2.9,58,"not, enjoy, here",A
b_15276,Fitzgerald-Golden,Lake Billyport,CA,2.6,274,"style, example",B
b_15277,"Williams, Taylor and Franco",Jacobbury,TN,3.6,216,"candidate, arrive, easy",B
b_15278,Smith and Sons,Sandersshire,IA,2.4,176,difficult,A
b_15280,"Wells, Howe and Whitaker",Port Kelsey,ND,4.7,77,"man, finally",B
b_15281,"Robinson, Parks and Wright",,AL,4.4,317,accept,B
b_15282,"Wilson, Murphy and Austin",West Ashleyland,,4.7,481,"among, significant, help",B
b_15283,"Wood, Hopkins and Jones",Danielsmouth,OK,2.8,219,"Democrat, learn",B
b_15284,Gonzalez Ltd,West Donna,,3.1,148,place,A
b_15285,Reynolds-Spence,South Erica,OK,4.0,46,"year, condition, Mrs",A
b_15286,"Yates, Pineda and Farley",Lake Jamestown,ND,3.8,227,"carry, minute",A
b_15287,"Franco, Garcia and Hammond",Mistyland,TN,4.6,465,"over, defense",B
b_15288,Livingston Inc,Dianeburgh,,3.9,287,"upon, body, service",B
b_15289,Johnson-Davis,Lake Jennifer,ND,5.0,189,approach,A
b_15290,Austin-Baker,West Michael,CO,2.4,14,above,A
b_15291,Reyes-Lewis,Ramirezchester,KY,4.3,139,"now, suffer",A
b_15292,Davis and Sons,New Thomas,MA,3.8,142,"structure, church, within",A
b_15293,Brandt and Sons,Wilsonfurt,DC,3.8,108,"situation, now, fear",A
b_15294,Maynard-Johnson,Mccannmouth,NC,2.3,169,"any, around",B
b_15295,"Hughes, Long and Mayo",Allisonside,NE,4.1,245,,A
b_15296,"Gonzalez, Lewis and Malone",Victorfort,VT,4.6,156,"establish, approach, simply",B
b_15297,"Davis, Mcbride and Robertson",Lake Shelby,VA,1.9,368,"ten, our, too",B
b_15298,"Alvarez, Campbell and Peters",Shepherdville,HI,3.5,124,involve,B
b_15299,Dunlap-Gonzalez,East Anthony,OR,2.6,13,so,A
b_15300,Winters-Michael,Howellside,HI,5.0,96,"word, customer, leg",B
b_15301,Miller-Bailey,Cisnerosfurt,MI,2.9,55,"respond, simple",A
b_15302,"Reynolds, Dominguez and Torres",,IA,1.9,92,"often, enter, field",
b_15303,Bolton Group,Langstad,TX,2.5,163,,B
b_15304,Wilson-Miller,Michaelshire,OK,3.6,315,"recently, hour",A
b_15305,Green-Ramirez,New Tylerfort,AR,1.3,291,"describe, collection, indicate",B
b_15306,"Williams, Flynn and Sharp",Youngshire,AR,3.4,336,"improve, effect",A
b_15307,Berry-Waters,East Rebeccachester,AR,4.7,297,"different, main",A
b_15308,,West Christinetown,DE,4.4,120,"partner, herself, every",B
b_15309,Logan-Mays,Joshuaburgh,NJ,1.3,126,"change, good, whether",B
b_15310,Dillon Ltd,South Thomas,CA,5.0,106,"need, rather, through",A
b_15311,"Scott, Hill and Davis",Kathyside,OK,3.8,437,"about, trial, west",B
b_15312,"Davis, Meadows and Romero",New Elizabeth,CA,1.6,291,"stage, actually",B
b_15313,Brooks-Moore,South Nicholasmouth,AL,1.0,198,continue,A
b_15314,"Mitchell, Robertson and Ellison",Sarahville,AK,1.7,97,"natural, sea",B
b_15315,Bell and Sons,Martinshire,FL,4.4,316,"almost, government",B
b_15316,,Thomasstad,TX,1.1,452,"me, moment, imagine",A
b_15318,Young-Jones,Gabrielaville,LA,4.0,431,market,A
b_15319,"Pace, Larson and Daniels",Michaelmouth,AL,3.3,35,keep,B
b_15320,French-Phillips,Kimberlymouth,HI,4.1,389,"physical, however",A
b_15321,Anderson-Keller,Dawsonbury,CT,4.0,438,"daughter, now, research",
b_15322,"Martinez, Johnson and Rios",New Jeremiah,KY,1.2,40,"those, even",A
b_15323,Barrett Inc,Port Ronaldfurt,NM,4.6,135,boy,A
b_15325,Fisher and Sons,New Isaacside,IL,3.2,310,"carry, teacher, coach",B
b_15326,"Oneill, Valenzuela and Butler",Turnerland,CT,3.6,40,"can, also",A
b_15327,Kline-Wilcox,South Samanthashire,NY,1.7,376,"newspaper, else",A
b_15328,"Gross, Warren and Robbins",Lake Jefferyfurt,MT,4.9,326,"health, election, create",B
b_15329,"Morrison, Spencer and Cooper",East Stephaniestad,MT,3.0,441,"leg, thing",A
b_15330,Reeves Ltd,New Kevin,MO,1.2,241,boy,A
b_15331,Brown-Woods,New Vanessa,WV,4.7,54,"police, debate, enjoy",A
b_15332,"Campbell, Richardson and Dawson",Cunninghamchester,VT,3.3,325,"price, teach",A
b_15333,Shepard PLC,West Deannastad,NM,3.8,198,"statement, cultural",B
b_15334,"Lowe, Davis and Rogers",Lake Tammy,TN,3.1,61,"all, heavy",B
b_15335,"Cruz, Gibson and Gonzalez",Phillipsstad,MD,4.3,61,"much, parent, catch",B
b_15336,"Wilson, Wall and Anthony",New David,KY,1.1,341,"guess, staff",A
b_15337,"Orr, Suarez and Cordova",Jesseborough,TN,2.1,474,"business, collection, area",B
b_15338,"Farmer, Martinez and Wilkerson",Robertfurt,RI,2.9,327,"be, suggest, nice",A
b_15339,Williams-Peters,Margaretstad,,1.3,419,industry,A
b_15340,Williams-Stevens,Karenville,DC,3.8,332,chair,B
b_15341,Guzman-Guerra,East Kaitlyn,VA,2.6,88,"painting, national",A
b_15342,"Phillips, Hill and Woodward",Kylechester,NV,2.1,58,"industry, budget, herself",A
b_15343,,Jakeview,IL,1.0,239,"agree, positive, hair",B
b_15344,Olsen and Sons,Mooreville,MT,3.9,353,"exist, PM",B
b_15345,Hernandez-Berry,East Nichole,ME,4.3,380,"none, remember",A
b_15346,"Cooper, Fields and Cook",New Jenniferchester,TN,2.6,487,respond,A
b_15347,Sanchez Inc,Simmonsview,WV,3.3,53,"player, claim",A
b_15348,"Wheeler, Johnston and Schwartz",Brownmouth,NV,1.9,301,"American, new",A
b_15349,,Mckenziemouth,MD,3.5,446,particularly,B
b_15350,King LLC,North Brianmouth,HI,1.0,256,"can, fight",B
b_15351,"Branch, Richardson and Peterson",Brandonchester,NH,3.0,437,sell,A
b_15352,Sanchez-Miller,South Donnamouth,VT,3.6,228,"moment, risk",B
b_15353,"Cantu, Allen and Mcbride",North Kaylaburgh,MO,4.7,31,college,A
b_15354,Jones and Sons,Alvaradoview,OK,2.5,139,"practice, per",B
b_15355,Hernandez-Carey,Valdezmouth,OK,4.1,16,"after, card",
b_15356,,Laneside,NM,3.4,281,"upon, arm, lead",A
b_15357,"Gonzalez, Montgomery and Gomez",East Jamesview,NC,4.7,481,"these, morning, happy",B
b_15358,Ho-Pollard,West Josephside,OK,2.6,359,example,A
b_15359,"Peterson, Phillips and Powell",North Stevenfurt,RI,2.3,53,"glass, sea",B
b_15360,Brown Inc,Fieldsshire,NH,4.5,249,everyone,B
b_15361,"Green, Mercado and Smith",Frankfurt,ME,1.2,375,"challenge, population, parent",A
b_15362,Kirby-Dyer,West Samanthaside,SC,1.5,74,rate,B
b_15363,"Vasquez, Hill and Watson",New Shelbytown,PA,1.3,255,"hold, song",B
b_15364,"Stevens, Smith and Yang",Lake David,NE,4.4,484,"mind, finish, class",A
b_15365,Glover Ltd,Patelborough,HI,1.0,82,"since, call, need",B
b_15366,"Stone, Sanchez and Carlson",Carterland,LA,4.4,80,"common, situation",B
b_15367,Gonzales PLC,North Melinda,CA,2.8,206,we,A
b_15368,Mcgee-Morris,East Heatherport,MS,1.0,198,"quickly, firm",A
b_15369,"Callahan, Sparks and Franco",New Larry,MI,2.6,167,security,B
b_15370,Hopkins Ltd,South Tina,WA,1.7,435,,B
b_15371,"Garrison, Rowe and Yates",Whitneyview,WV,3.5,484,"plant, cell",
b_15372,"Brown, Gardner and Trevino",New Jillfort,NH,3.7,339,"cut, smile",A
b_15373,Sparks and Sons,West Lorichester,MA,3.0,34,"may, personal",B
b_15374,Roberts Inc,Danielborough,,1.2,347,be,B
b_15375,Hunt Inc,Dianaview,MA,3.6,80,decide,A
b_15376,"Schneider, Ortega and Wang",Christymouth,NV,4.4,322,"man, large, rate",B
b_15377,Owen-Wells,Knightside,CO,3.9,232,matter,B
b_15378,Blankenship-Graham,West Joshuaville,CA,4.3,169,follow,A
b_15379,Woods-Moreno,Stewartbury,AL,1.8,315,"treatment, toward, treat",B
b_15380,Weaver Inc,Tonyafurt,OH,4.6,84,"training, treat, collection",B
b_15381,"Smith, Terrell and Baird",North Jessicaburgh,WI,2.3,147,once,A
b_15382,Brewer Inc,Whiteberg,IL,1.1,415,relate,B
b_15383,"Campbell, Poole and Johnson",Richmondport,NC,4.4,488,once,B
b_15384,Ellis-Scott,Millershire,WY,4.8,50,"manage, how, tree",A
b_15385,Sullivan Inc,North Heather,UT,3.6,312,evidence,A
b_15386,Peck-Underwood,Lake Coreyport,PA,1.9,407,good,A
b_15387,"Brown, Gonzalez and King",Ramirezport,MT,2.0,396,"under, wall, week",B
b_15388,Hampton and Sons,Rodneybury,WA,2.9,481,"friend, site, stay",B
b_15389,Williams and Sons,Lake Christopher,ID,4.6,343,"race, assume",B
b_15390,Andrade Inc,Berrymouth,WV,1.6,318,"language, Congress, situation",B
b_15391,"Baker, Benitez and Bruce",Port Timothy,ME,4.3,25,"full, source",A
b_15392,"Velasquez, Guerrero and Sanders",Lake Reginald,ME,2.2,384,any,A
b_15393,Dominguez-Decker,Allisonmouth,HI,4.2,198,"reality, school, form",A
b_15394,Sosa-Wade,East Amberstad,MI,4.7,37,"third, special, pay",B
b_15395,Hampton Ltd,Lake Amandaburgh,SC,2.7,172,hotel,A
b_15396,Palmer Group,Johnbury,ME,2.5,497,woman,B
b_15397,Smith Ltd,Danielton,PA,4.2,395,"play, store, production",B
b_15398,"Johnson, Walls and Bean",Stevenshaven,TX,3.1,326,"figure, far",B
b_15400,,West Anthony,TX,3.5,491,green,B
b_15401,"Harrell, Clark and Nguyen",Lake Patriciaport,OR,1.6,64,"change, kitchen, nothing",B
b_15402,Jones-Lewis,East Robertland,ND,4.4,283,"election, environment",A
b_15403,"Stanley, Martinez and Mcdowell",Port Rhonda,,1.8,464,"worker, building, special",A
b_15404,"Powers, Bell and May",Dawnview,UT,4.7,314,"step, watch, heavy",B
b_15405,"Bennett, Murphy and Smith",East Williamtown,,2.0,111,how,B
b_15406,Cole-Nichols,New Jennifer,KY,3.9,51,"when, year, film",B
b_15407,"Wood, Austin and Williams",Port Stephanieville,AK,2.1,272,school,A
b_15408,Wright-Cross,Johnview,SD,2.3,397,"not, away",A
b_15409,Kelley and Sons,Gonzalezchester,VT,2.2,180,happen,A
b_15410,"Mccarthy, Haney and Graham",East Sarahshire,AL,4.0,217,attorney,A
b_15412,Ramirez-Singleton,Ericmouth,MA,4.5,58,"purpose, blue",B
b_15413,Salas Group,Wileyshire,WA,2.2,69,accept,B
b_15414,Hernandez-Evans,East Michael,MI,3.8,15,"trip, brother, ok",B
b_15415,Durham PLC,South Mckenzie,TN,4.0,157,less,B
b_15416,"Simpson, Hicks and Johnson",North Kevinchester,NH,1.6,296,late,A
b_15417,"Garcia, Griffin and Allen",West Williamville,TN,2.6,220,choose,A
b_15418,"Cameron, Garner and Conway",North Jeremiah,OR,2.9,381,"evening, special",B
b_15419,,Allenville,WA,2.4,159,"film, next, four",B
b_15420,"Cook, Wilcox and Mccann",Jameshaven,WV,2.3,94,"it, run",A
b_15421,"Edwards, Frye and Pruitt",Leonardview,TN,3.7,475,"way, share, total",B
b_15422,Benjamin Inc,Jenniferburgh,HI,1.9,169,"get, particular",B
b_15423,"Pace, Walters and Soto",Port Michaelchester,FL,3.8,56,billion,A
b_15424,"Dennis, Randall and Gibson",East Allisonport,WY,4.7,171,"direction, politics, not",B
b_15425,Cervantes-Berry,Amandamouth,TN,3.3,164,"message, mention",A
b_15426,"Brown, Griffin and Stewart",North Elizabethland,NC,3.4,239,"camera, oil",B
b_15427,Chapman-Larson,Rodriguezborough,AL,1.3,309,the,B
b_15428,Sexton LLC,Port Davidland,ME,4.5,167,floor,B
b_15429,Barnes-Watson,Longbury,ME,2.1,170,"surface, amount",A
b_15430,Thornton PLC,East Taylormouth,ND,3.5,420,"night, two, skill",A
b_15431,Sellers-Brooks,New Jamesburgh,DE,4.9,256,"pressure, challenge",A
b_15432,Scott and Sons,Port Julie,PA,3.4,65,"blood, safe",A
b_15433,Edwards-Hughes,Emilyton,MD,3.9,160,"face, admit",A
b_15434,Key Inc,South Brendamouth,NY,2.8,308,"fund, fact, design",A
b_15435,West LLC,New Elizabeth,LA,1.2,476,"sing, on",B
b_15436,Jones-Weber,East Patrickland,OR,4.2,63,"owner, project",B
b_15437,Carlson and Sons,Edwardland,CT,1.1,232,"simply, soon",B
b_15438,"Pacheco, Ballard and Alexander",South Samuel,MD,3.8,263,"off, bring, American",B
b_15439,"Alvarado, Brown and Ramirez",North Allisonborough,RI,1.1,77,power,A
b_15440,Wright PLC,Kimberlyborough,NV,4.4,62,direction,
b_15441,Morgan Ltd,Pageville,KS,1.6,476,"cost, might",A
b_15442,Krueger and Sons,Whiteland,NM,3.1,254,break,B
b_15443,Alvarez Group,Lewistown,AK,3.4,495,"later, stand",B
b_15444,"Thomas, King and Black",Lake Melissa,IL,2.8,49,night,A
b_15445,Baker-Santana,North Stephaniebury,SD,2.4,453,"focus, mother, certain",A
b_15446,Chapman Ltd,New Patrickberg,NH,2.9,351,agree,B
b_15448,Richardson Group,East Jessica,NM,2.8,360,"believe, may, old",A
b_15449,Harper Inc,Port Stevenberg,CA,2.4,147,military,B
b_15450,"Gaines, Reyes and Bennett",Kimbury,AR,3.3,275,"fund, edge",A
b_15451,"Butler, Blankenship and Ellis",Port Christophermouth,AR,2.0,423,"seek, finally, nor",A
b_15452,Farmer-King,Valentineview,IN,5.0,147,"finally, nature, call",A
b_15453,Hawkins Inc,Genefort,KS,3.0,451,"source, eye, rule",B
b_15454,Kane-Harris,Douglasborough,,1.8,301,"design, hold, central",A
b_15455,Hale Ltd,West Phillip,KS,2.9,219,"work, yourself, management",A
b_15456,Kim LLC,Richardton,OR,4.5,181,"line, believe, treatment",A
b_15457,"Leon, Smith and Harrington",New Barbaraland,NC,1.1,194,"hope, discover",B
b_15458,Weaver PLC,North Kevin,OR,3.7,308,me,B
b_15459,Hamilton Inc,Bernardland,NM,3.2,249,"discover, line",B
b_15460,Lin-Hess,Garrisonhaven,ID,1.7,220,"certainly, agent, particular",A
b_15461,Greer-Dixon,North Aaron,TN,4.3,372,serious,B
b_15462,"Short, Lopez and Crawford",Port Eric,MT,2.5,160,"century, right, three",A
b_15463,"Andrews, Singleton and Porter",Maldonadoberg,MA,2.2,397,"who, bill, my",B
b_15464,Hardin LLC,West Andrewstad,LA,4.3,405,cause,B
b_15465,Rogers-Reed,North Andrea,IA,3.6,133,"represent, yourself",A
b_15466,Phillips Ltd,New Robert,FL,4.6,58,"against, describe, give",A
b_15467,Zamora PLC,Grantport,TX,3.5,417,nothing,A
b_15468,Goodman-Mullen,Patriciaburgh,WV,4.0,406,fear,A
b_15469,Dean-Sims,East Brianmouth,HI,4.3,133,kind,A
b_15470,Vargas-Conway,Lake Christine,AR,1.2,77,"room, writer, guess",A
b_15471,Mueller LLC,South John,VT,4.1,484,"kind, focus, a",A
b_15472,Erickson and Sons,Port Jacquelinefurt,VT,3.5,367,"share, career, special",B
b_15473,"Li, Cummings and Wu",Port Zacharyton,WA,1.3,240,"season, situation, pattern",B
b_15474,Lopez-Allen,Marksmouth,VT,3.0,465,"thank, new, job",B
b_15475,"Gibbs, Jones and Johnson",West Heatherville,WI,1.3,355,"challenge, figure, newspaper",A
b_15476,Davenport Inc,South James,IN,3.9,427,"consumer, president",B
b_15477,Martinez-Brown,Yolandaborough,NH,3.2,18,"week, she, main",A
b_15478,Williams PLC,Ruizmouth,VT,4.8,275,"already, small, many",B
b_15479,White Group,Port Ronaldbury,ND,1.7,134,body,B
b_15480,Harvey-Wells,North Shannon,MI,3.4,380,"including, treat, too",A
b_15481,Roberts-Caldwell,Austinberg,WA,1.8,330,,B
b_15482,"Turner, Silva and Henson",Eddieland,MT,3.5,121,"conference, glass, wait",B
b_15483,Scott-Chambers,Port Nicole,CT,3.9,337,"same, whatever",B
b_15484,Butler-Henry,South Blake,OH,3.9,339,"apply, this, believe",B
b_15485,Dixon Inc,Lake Thomas,NH,4.3,63,"return, stuff, war",B
b_15486,Gibbs-Marsh,Rileyfort,OK,4.4,436,"dream, can, hand",A
b_15487,Mcpherson Group,Port Whitneyberg,TN,1.3,452,"now, child",A
b_15489,"Boyd, Sanchez and Martinez",West Alexandra,MO,3.7,104,"level, stage",A
b_15490,"Good, Adkins and Sanchez",East Crystalville,MD,3.0,368,oil,A
b_15491,,Mariahfort,DE,1.8,259,"sea, soldier, difficult",B
b_15492,Mays-Hall,Port Karaborough,PA,3.2,452,"yeah, pass",A
b_15493,Brown Group,North Ambermouth,ID,2.6,460,then,A
b_15494,,Kathymouth,AR,2.6,326,"describe, civil",A
b_15495,Roberts-Potts,Williamview,NV,4.2,496,story,B
b_15496,Fischer-Nguyen,,NE,2.6,175,"run, seek",B
b_15497,Moore Group,New Leslieport,UT,1.1,236,thought,B
b_15498,Williams-Sloan,South Pamelaport,ND,1.2,145,"follow, stage",B
b_15499,"Smith, Everett and Koch",South Kyleview,IL,4.4,393,,B
b_15500,Mcintosh-Le,South Gary,UT,4.8,74,"whatever, who, do",B
b_15501,,Biancachester,UT,3.8,14,new,B
b_15502,Jacobson Inc,Colleenland,DC,2.5,129,"economic, mother, rock",A
b_15503,"Davis, Martin and Holt",East Sandrahaven,UT,4.8,380,ask,B
b_15504,"Walls, Leon and Munoz",Port Adam,AR,3.7,228,,
b_15505,"Jones, Mccoy and Smith",East Monicaville,WY,4.4,374,"plan, education, fly",B
b_15506,Herrera and Sons,East Logan,PA,4.1,483,"partner, month",B
b_15507,Weaver Group,Shepherdton,CA,2.5,52,"arm, room",B
b_15508,Ingram-Lester,Boyerland,WA,2.9,197,member,B
b_15509,"Benjamin, Price and West",,VT,1.7,35,"when, past",A
b_15510,Scott-Rodriguez,South Lisaberg,NM,2.2,276,"class, color, than",B
b_15511,Hansen-Mitchell,South Jaredmouth,WY,4.1,171,"for, condition, candidate",A
b_15512,Rose PLC,East Barbarastad,UT,4.6,242,center,A
b_15513,Combs-Gonzalez,Ramirezbury,LA,3.9,139,"front, occur",A
b_15514,Mason and Sons,,AZ,2.9,30,"policy, add, under",B
b_15515,Hicks Group,West Nancy,AZ,1.3,380,"meet, account",B
b_15516,Miller PLC,Kellyburgh,CT,1.2,419,"above, affect, discuss",A
b_15517,Wiggins and Sons,Laraville,KS,2.5,137,stage,B
b_15518,"Ryan, Cardenas and Wilkerson",,GA,2.9,85,"conference, sure",B
b_15519,Tran LLC,Lawrencemouth,NH,3.4,82,"evidence, recently",B
b_15520,Barajas Inc,New Ericaborough,RI,1.0,242,charge,A
b_15521,Lawrence-Simmons,Englishstad,NH,5.0,352,"budget, who, international",A
b_15522,Beasley-Castillo,Castillomouth,TN,2.5,115,trouble,A
b_15523,Wagner LLC,North Nancyfurt,IL,4.4,398,"simply, field, certainly",A
b_15524,Roth Inc,Lake Mary,WA,3.1,18,information,A
b_15525,Wall and Sons,Roseport,ID,1.5,128,"hotel, paper",B
b_15526,Stewart-Gutierrez,Riveramouth,FL,4.2,59,"first, when, body",
b_15527,Cooper Inc,Wigginsview,PA,3.8,19,"quickly, drop, training",A
b_15528,Palmer-Garner,Douglasmouth,KS,3.1,122,"until, book, black",A
b_15529,"Berry, Vaughan and Fisher",South Antoniochester,MA,3.1,451,send,A
b_15530,"Thomas, Marquez and Owens",Port Angela,RI,1.3,275,"could, close, possible",B
b_15531,Carr Group,East Michellebury,NJ,3.6,87,"impact, example",B
b_15532,Smith and Sons,Lisamouth,WV,4.6,45,"environment, wear",A
b_15533,"Noble, Rose and Smith",West Harold,ME,1.4,211,"rather, high",B
b_15534,Kline-Newman,North Emilyborough,ID,2.1,321,"mouth, discussion",
b_15535,Parker Inc,West Evelynchester,LA,4.6,127,adult,A
b_15536,Lara Inc,South Donaldfurt,NV,2.1,199,bag,A
b_15537,White Inc,Drakeberg,OR,3.6,251,"memory, example",B
b_15538,Pena-Cooper,Williamsburgh,AR,3.1,302,"follow, factor",B
b_15539,Thomas-Carter,Petersonstad,LA,3.4,178,"build, firm, rule",A
b_15540,"Davis, Ross and Lyons",New Michael,OR,2.7,239,marriage,A
b_15541,Woods Inc,New Aaron,SC,2.2,57,"young, buy, world",A
b_15542,Nelson Ltd,East Carolyn,VT,1.2,159,"citizen, national",B
b_15543,"Foster, Ritter and Smith",Elliottstad,NV,4.0,352,"since, and, car",A
b_15544,Hernandez-Potter,Cooleystad,VT,4.0,217,seek,A
b_15545,"Mcgee, Elliott and Jackson",Port Cynthiaton,MS,3.7,70,financial,B
b_15546,Bennett-Stewart,Youngport,RI,3.6,340,"region, church",A
b_15547,Spence Group,New Tracy,MD,2.0,126,could,B
b_15548,"Webb, Banks and Long",South Josefurt,AL,1.1,248,weight,A
b_15549,Mccullough-Carter,South Justinland,CT,4.2,380,hair,B
b_15550,Marsh-Rodriguez,Ashleybury,MS,3.0,364,"too, ask",A
b_15551,Cameron Inc,North Jackson,TX,2.2,57,"parent, see",
b_15552,"Sanders, Jackson and Williams",East Victoria,MN,1.4,457,"send, Mrs, ready",B
b_15553,"Turner, Gillespie and Thompson",Port Erin,NE,1.3,254,"offer, doctor, rather",A
b_15554,Riley LLC,West Micheletown,DE,2.4,477,"past, impact",B
b_15555,"Donovan, Hodge and Fisher",Kaylamouth,IA,4.2,302,"view, poor, detail",A
b_15556,"Owens, Harris and Oliver",South Mark,PA,4.7,434,every,B
b_15557,Brooks-Rogers,Kylefort,OH,4.6,14,glass,A
b_15558,Reynolds-Roberts,Gomezstad,AZ,4.7,109,story,B
b_15559,Young PLC,Campbellfurt,AZ,4.6,214,"room, mouth",B
b_15560,Casey Group,Calebfort,NY,3.1,189,book,A
b_15561,Collins and Sons,Scottside,CA,1.9,26,"eight, community, someone",A
b_15562,Black Group,Hollowayberg,IA,4.2,99,plan,
b_15563,"Chapman, Johnson and Patrick",Lesliefort,,1.9,117,it,B
b_15564,"Brennan, Foley and Townsend",New Davidmouth,UT,2.1,199,start,B
b_15565,"Johnson, Norton and Howard",,ID,1.9,189,"prevent, rock, foreign",A
b_15566,Brown-Wright,Lake Timothyside,WA,3.1,258,"serious, whom, about",B
b_15567,"Perez, Ruiz and Williams",East Patrick,FL,2.3,260,"the, down",B
b_15568,Owens PLC,Bishopside,MA,1.6,29,"themselves, leader",B
b_15569,"Mills, Ortega and Baker",Howardbury,,2.8,368,"story, church",A
b_15570,Martinez-Patel,Port Matthew,DC,4.5,106,first,A
b_15571,"Coleman, Ross and Avila",Brownview,VT,3.3,231,"nature, lead",A
b_15572,Oneal-Anderson,North Kenneth,MN,4.5,153,"but, speak, much",B
b_15573,"Brooks, Miles and Spencer",Debrafort,CT,1.8,16,"security, force, hot",B
b_15574,Ibarra-Mora,Lake Kelly,OH,1.7,359,different,A
b_15575,"Reyes, Hill and Rose",Scottshire,WA,3.3,331,"light, event, which",A
b_15576,Gonzalez Ltd,Ginaland,MI,2.9,277,"trade, save",A
b_15577,Vazquez Inc,Michellefurt,NC,3.6,436,money,A
b_15578,Rivera Ltd,Lake Amanda,AZ,4.2,305,"leave, speak",B
b_15579,Ochoa and Sons,East Katie,,4.0,10,"other, agency",A
b_15580,"Fernandez, Dougherty and Herrera",,CA,4.8,67,"time, argue, against",A
b_15581,Walsh Group,Michaelchester,RI,2.6,396,"everybody, wall, number",B
b_15582,Gay-Jennings,Solisborough,FL,1.8,273,"term, study, society",B
b_15583,Hoffman LLC,Donnaside,NY,3.2,99,,A
b_15584,"King, Heath and Jones",Port Nancyburgh,OR,1.4,497,"project, I, describe",A
b_15585,Bradley-Garrison,East Jesse,OH,2.2,84,player,A
b_15586,Greene and Sons,Port Christineborough,MD,1.8,454,then,A
b_15587,Harris-Rice,North Jamesburgh,IL,2.6,350,"dark, owner, yes",B
b_15588,Rivera PLC,Gonzalezbury,,1.4,270,"start, talk",A
b_15589,Scott-Castro,Port Ryan,DC,1.1,497,"specific, character",A
b_15590,Nicholson LLC,Lake Mariamouth,NM,3.6,291,"performance, benefit",A
b_15591,Adams-Webb,Scottfort,GA,3.4,350,"treatment, street, woman",A
b_15592,Kirby-James,East David,TX,3.8,338,"easy, national",B
b_15593,Figueroa LLC,Zamoraberg,NE,3.6,410,"some, into, standard",A
